Ph,Turbidity,Temperature,Conductivity,Label,Hardness,Turbidity_Conductivity_Ratio
8.06,650.6566843,20.68207804,261.3810701,1,2106.731425006,2.489303009016949
6.84,464.9895849,10.93780504,368.381654,1,2519.7305133600003,1.2622495714729594
7.61,659.9418448,23.22280256,292.1337977,1,2223.138200497,2.2590396934411263
7.41,517.7440312,28.61273408,267.9472487,1,1985.489112867,1.9322610465751724
7.74,481.357253,11.23745651,370.3605174,1,2866.590404676,1.2996991590227216
8.03,629.5330083,14.71964595,276.9486902,1,2223.897982306,2.2731033963200162
8.07,670.8298596,11.21524549,283.7940839,1,2290.2182570729997,2.363790852794448
7.98,540.4233586,27.22795667,371.2207329,1,2962.341448542,1.4558005809055394
7.39,747.6449871,26.19070505,358.1268044,1,2646.557084516,2.0876543668731875
7.45,797.6882589,19.76385579,255.6271512,1,1904.42227644,3.1205146055705844
8.24,600.9106541,16.27139142,329.4029983,1,2714.280705992,1.8242416043606486
8.42,442.2972192,18.56199587,341.2613025,1,2873.42016705,1.2960661404027782
7.07,598.1316198,25.25350888,279.9699935,1,1979.387854045,2.1364133074496783
6.93,688.1691337,26.24368561,251.4732433,1,1742.709576069,2.7365501182924454
6.93,555.7461605,12.20138254,350.3127974,1,2427.667685982,1.5864283709436644
7.96,666.6213158,10.16014895,296.3573272,1,2359.004324512,2.2493836143626824
7.74,742.5722695,18.09648304,322.3425936,1,2494.931674464,2.3036740543865872
8.18,766.5373557,28.95301605,309.6730015,1,2533.12515227,2.475312190559176
6.57,776.2703104,26.44810818,327.4520347,1,2151.3598679790002,2.370638225263103
7.11,789.5553284,19.33007082,296.1068967,1,2105.320035537,2.666453693579235
6.91,689.7110098,16.10619939,378.5267963,1,2615.620162433,1.822092957597042
6.91,680.3224903,11.50638671,388.6706785,1,2685.7143884350003,1.750382850915264
8.41,734.1568536,17.44888932,353.2292205,1,2970.657744405,2.0784148394087913
7.62,706.5996934,16.59336821,308.2616446,1,2348.953731852,2.29220762873981
6.71,486.0295982,16.35164112,381.924818,1,2562.71552878,1.27257924935373
8.38,608.6537628,13.20427047,328.9466681,1,2756.5730786780005,1.8503113781805165
7.32,729.0768071,10.69985894,278.5183579,1,2038.754379828,2.6176974925357333
8.27,558.679159,23.70750644,292.6855579,1,2420.509563833,1.9088033007453014
6.86,420.7041776,20.96264464,338.85332,1,2324.5337752,1.2415524735009236
8.38,646.4895224,21.31539992,333.3007573,1,2793.060346174,1.9396581263033335
7.36,524.0769157,21.96338209,337.3190853,1,2482.668467808,1.553653316811007
8.2,460.0531559,17.55525082,271.0011379,1,2222.2093307799996,1.6976059933363106
8.24,696.0623395,18.83542141,304.8746,1,2512.1667039999998,2.283110300103715
7.87,498.9437322,28.28931799,305.3584041,1,2403.1706402669997,1.6339610290752107
8.0,766.0099349,12.37958428,315.4304981,1,2523.4439848,2.4284586922129328
7.88,511.8113436,19.45422483,380.8854596,1,3001.377421648,1.3437408299531737
7.16,473.0704646,15.95383434,374.4765675,1,2681.2522233,1.2632845567833828
7.75,455.673354,10.72563949,349.1764935,1,2706.117824625,1.3049943581038912
7.87,471.3007902,11.08687394,380.4642259,1,2994.2534578329996,1.238751919671615
7.91,408.2548449,26.80610119,313.0495647,1,2476.222056777,1.3041220654347072
6.52,624.8284978,20.74115262,314.8716807,1,2052.963358164,1.984390899845062
8.09,536.220693,17.48394923,365.5786568,1,2957.531333512,1.4667724251018146
7.0,696.6655227,23.82234105,393.4689975,1,2754.2829825,1.770572845958467
6.63,634.8657565,17.15850927,255.9691017,1,1697.075144271,2.4802437180252834
7.96,668.2062178,22.23623968,316.3702238,1,2518.306981448,2.1121021118043664
7.98,530.7547491,29.83223865,337.070747,1,2689.82456106,1.5746093478114849
7.76,463.895946,21.70155272,343.434749,1,2665.05365224,1.3507542476431236
7.2,446.2219613,18.1823569,276.0015511,1,1987.2111679199998,1.6167371506485713
7.21,669.1347295,16.85551291,395.5411656,1,2851.851803976,1.6916942854354577
7.48,640.319467,12.70039281,250.9754217,1,1877.2961543160002,2.5513234031553775
7.84,662.8419868,27.89675538,307.7692634,1,2412.9110250559997,2.1536978042492856
7.09,764.2873092,28.09131557,362.72438,1,2571.7158541999997,2.1070745484491558
7.52,448.570785,13.62658443,346.3835821,1,2604.804537392,1.2950116812132824
7.28,564.7779378,26.96088485,377.0286079,1,2744.768265512,1.4979710450772932
6.73,415.7611719,21.98076813,281.4344394,1,1894.053777162,1.4772931585287712
7.19,702.3346686,24.47630906,349.6119003,1,2513.709563157,2.0088980609565366
7.31,790.8549817,27.88207642,395.9308099,1,2894.2542203689995,1.9974575403711214
6.51,495.3081947,17.79202033,291.9804845,1,1900.792954095,1.696374316071799
7.02,686.6249472,13.65362686,283.4508119,1,1989.824699538,2.4223777755211993
7.43,545.3326807,23.38242068,266.5963022,1,1980.810525346,2.045537301904857
8.09,773.992741,18.9676193,339.8663999,1,2749.5191751909997,2.2773441011754456
7.04,439.6901462,17.66166512,295.3889847,1,2079.538452288,1.4885123311099557
7.07,644.1785191,12.64161048,377.5159098,1,2669.037482286,1.7063612483014883
7.27,694.779947,19.02807359,331.6907878,1,2411.392027306,2.0946615720269333
6.93,596.8590821,28.26713488,381.8240748,1,2646.040838364,1.563178231788123
8.41,666.6478429,23.71977637,326.3900412,1,2744.940246492,2.0424883076977904
6.67,713.6538062,20.08663216,263.3142516,1,1756.306058172,2.7102741377026174
8.15,792.1362786,24.66222712,296.7003585,1,2418.1079217750002,2.6698190814622826
6.77,700.763649,22.34350645,364.6122371,1,2468.424845167,1.9219422106444708
7.72,419.0571094,24.84143979,391.7330192,1,3024.1789082239998,1.0697518178472711
8.11,696.7133672,11.8816724,296.7513337,1,2406.653316307,2.347801974512238
7.92,423.3466376,13.73281909,297.8812755,1,2359.2197019600003,1.421192509966945
8.38,756.0002014,12.05839868,292.2122729,1,2448.738846902,2.5871610179039815
7.08,769.1306516,23.40585653,353.4507257,1,2502.4311379560004,2.1760618826761684
6.91,453.2191449,28.68859869,319.2451749,1,2205.984158559,1.4196585587925201
7.42,553.533083,19.18108118,262.3721748,1,1946.8015370159999,2.1097247961676766
8.0,632.6738067,25.42818687,339.5678582,1,2716.5428656,1.8631734171005234
7.18,447.7580716,10.46088682,386.3704612,1,2774.139911416,1.1588827733086546
7.66,597.9543426,18.52030108,329.3392097,1,2522.738346302,1.8156184413774645
7.15,720.8867193,21.85967165,331.6780075,1,2371.497753625,2.1734534789738813
8.23,733.9953203,29.6211689,256.2772951,1,2109.1621386730003,2.8640669085163917
7.61,547.6999505,11.55396286,366.7187299,1,2790.7295345390003,1.4935150725716995
8.4,659.438087,10.54291074,343.8038635,1,2887.9524533999997,1.9180647951037353
6.85,739.7653951,10.60648063,263.5235323,1,1805.136196255,2.8072081026063262
7.16,625.9631024,29.7969674,377.438796,1,2702.46177936,1.6584492877621408
6.61,730.2173503,23.62300914,341.7527127,1,2258.985430947,2.136683406346521
6.66,470.7114415,29.76822108,288.627308,1,1922.2578712800002,1.6308624598334955
7.84,485.9258349,12.62312082,259.4700158,1,2034.2449238719998,1.8727629603050264
7.68,488.1036172,11.01267542,368.0363424,1,2826.519109632,1.3262375503925232
6.52,790.3539694,22.6668374,263.4365715,1,1717.60644618,3.000167990722579
8.22,707.8371989,23.0644955,308.5531152,1,2536.306606944,2.2940529977835076
8.12,515.6668165,22.88616333,257.6908952,1,2092.4500690239997,2.001106077495593
8.3,633.651313,25.84060327,353.4034804,1,2933.24888732,1.792996809999724
8.07,594.1611254,23.1744136,379.7225641,1,3064.3610922870002,1.5647243055156645
8.35,602.2966366,14.45105609,276.7577868,1,2310.9275197800002,2.1762590442857235
7.66,613.711346,16.21944189,304.0072226,1,2328.695325116,2.0187393600430865
7.03,647.9233801,20.8350552,256.4681558,1,1802.9711352739998,2.526330717663312
8.25,664.8850282,14.62590784,386.597097,1,3189.42605025,1.719839681569052
8.17,434.5467615,29.27254525,293.6748494,1,2399.323519598,1.4796866752049485
8.32,543.5669437,14.95636511,399.3283264,1,3322.411675648,1.361203069665333
6.5,649.6209714,19.47278733,342.9919536,1,2229.4476984,1.8939831228740522
7.34,768.7186888,17.25799404,264.6001288,1,1942.164945392,2.905209049920916
7.44,608.9665322,22.75314097,292.6212074,1,2177.101783056,2.0810744976783933
6.8,402.2039955,28.57783887,253.1041529,1,1721.10823972,1.58908493160485
7.7,657.1777376,11.92555829,313.8512671,1,2416.6547566699996,2.0939145591870707
8.25,519.2048233,21.94767607,260.5681764,1,2149.6874553000002,1.99258723944464
7.64,749.163065,28.20571428,352.0365943,1,2689.559580452,2.128082924133663
8.2,410.1489478,28.69679846,340.6216973,1,2793.0979178599996,1.2041186778502968
7.45,574.7535656,11.98705826,261.4917096,1,1948.1132365199999,2.197980067816269
8.23,418.7024383,25.73836023,319.0224027,1,2625.554374221,1.3124546575926093
6.72,613.983713,18.24128149,376.3115843,1,2528.8138464959998,1.6315833437392269
7.2,774.4646626,22.15155762,389.5782679,1,2804.96352888,1.9879565325209454
7.94,704.9002607,15.6733187,274.6383607,1,2180.6285839580005,2.566648952110498
6.56,615.186528,26.9384347,310.3873079,1,2036.1407398239999,1.9819964036615814
6.65,544.833005,24.73069583,289.3839286,1,1924.40312519,1.882734150565402
7.73,648.644692,18.49778242,253.7958981,1,1961.842292313,2.5557729532114926
6.68,754.405425,11.15409496,311.1113455,1,2078.22378794,2.4248727534753307
8.05,784.0598615,28.23097413,367.1428898,1,2955.50026289,2.135571417240613
6.53,689.6341975,21.63168654,375.7962586,1,2453.949568658,1.835127896347822
7.36,785.5750505,16.54353575,260.4457542,1,1916.8807509120002,3.0162712880961218
8.44,510.7683927,17.31509282,250.0595246,1,2110.5023876239998,2.042587234047713
7.0,401.3488719,26.88372453,298.4447051,1,2089.1129357,1.3448014491177513
7.92,676.4163363,12.28012729,377.7766664,1,2991.991197888,1.7905190988788926
8.48,563.6184908,17.38960741,340.4757506,1,2887.2343650880002,1.6553851186369921
8.47,717.831734,26.64659753,283.6836602,1,2402.8006018940005,2.5303950657359713
8.34,610.901492,15.57578759,344.4841897,1,2872.998142098,1.773380347388407
6.89,718.0041931,18.3975873,303.2118269,1,2089.1294873409997,2.3679953398941773
7.94,470.9881566,13.94021167,377.4135959,1,2996.6639514460003,1.2479363799199052
6.88,536.1856646,12.1807261,371.0176462,1,2552.601405856,1.445175640812957
7.29,563.9341258,29.86364399,254.9048168,1,1858.256114472,2.212332167275075
8.0,596.0701307,23.01664868,327.4980265,1,2619.984212,1.8200724354593938
8.06,413.7234398,28.84889302,318.2179495,1,2564.83667297,1.3001260313884337
7.07,432.6221237,21.28793121,359.7890899,1,2543.708865593,1.2024325802103761
6.99,461.0528099,13.94010717,374.4760325,1,2617.587467175,1.2311944420635252
8.24,680.3966188,19.58046195,324.1258442,1,2670.796956208,2.0991742280821186
8.22,620.7943839,25.36483618,309.7304067,1,2545.9839430740003,2.0043055846993143
8.39,472.7817232,17.50419664,344.861816,1,2893.39063624,1.370930909903925
8.23,636.5419407,26.06650083,282.9467684,1,2328.651903932,2.2496879688695537
6.67,633.2247728,20.16817263,321.6684095,1,2145.528291365,1.9685637572688033
7.92,461.2832674,21.1423525,299.4192611,1,2371.400547912,1.5405931659351089
6.84,574.9098226,19.5700997,375.0060724,1,2565.041535216,1.5330680351937682
6.51,721.6777829,22.03292377,284.4217163,1,1851.585373113,2.5373511990863404
6.53,442.0957911,16.96796592,305.4580688,1,1994.6411892639999,1.447320716839417
7.17,600.2690715,11.82154274,282.9156019,1,2028.5048656230001,2.121724880030379
7.16,793.0301503,12.13760199,399.0762458,1,2857.385919928,1.9871645046431374
8.19,751.6038516,21.6558613,399.0110435,1,3267.900446265,1.8836667902902289
8.45,506.5762965,14.72562783,399.0228106,1,3371.74274957,1.2695421991997768
7.96,628.731947,26.91168554,327.202561,1,2604.53238556,1.921537365350878
6.63,697.6001117,26.22886249,289.6070703,1,1920.0948760889999,2.4087813566753242
8.47,764.3381263,25.75106711,358.068203,1,3032.83767941,2.1346160309576554
7.95,797.5151674,23.03388963,333.7533708,1,2653.3392978600004,2.38953442024682
6.6,760.081526,29.43131024,287.1480287,1,1895.17698942,2.6470024169802007
6.75,715.5142223,27.58348041,347.4411265,1,2345.227603875,2.0593826341396
6.8,494.5025532,19.1926777,337.2522836,1,2293.31552848,1.4662689542719527
8.24,413.5574505,22.75661803,294.6652232,1,2428.041439168,1.4034823859051175
8.04,481.2559569,24.53545831,375.1416241,1,3016.1386577639996,1.2828647262339343
8.0,534.7063649,22.74569137,350.9164967,1,2807.3319736,1.5237424570470472
7.0,711.6364676,28.74593904,376.1485453,1,2633.0398171,1.8919027508997253
8.02,769.7467533,26.78894171,288.6457357,1,2314.9388003139998,2.666752555457898
7.03,430.1913655,12.04442333,397.9879921,1,2797.855584463,1.080915439760073
7.48,469.9084084,18.39786421,369.9181533,1,2766.9877866839997,1.2703037258593495
8.27,639.0848333,13.75093604,257.0203504,1,2125.5582978079997,2.486514520369279
8.38,693.6054467,15.69277905,392.4183816,1,3288.4660378080002,1.7675151807924383
8.07,797.7412215,22.77065551,392.5452103,1,3167.8398471210003,2.0322276277179174
7.24,424.1157405,28.0185358,334.1930547,1,2419.557716028,1.2690740712152808
7.56,645.5636871,26.80435272,329.6544825,1,2492.1878876999995,1.9583039860530338
6.79,777.4861394,17.4001671,259.2370735,1,1760.2197290650001,2.999131755744033
7.41,680.148045,23.3800208,347.6535674,1,2576.1129344339997,1.956395989509412
7.28,490.5031954,18.70041982,304.9808677,1,2220.260716856,1.6083080853533818
7.97,544.6907492,12.01563995,396.4769488,1,3159.921281936,1.3738270304202866
6.84,493.5202242,22.84705042,301.8550179,1,2064.688322436,1.6349578272158978
7.76,439.1931711,12.4039714,350.3253836,1,2718.524976736,1.253672133565602
7.62,575.5475997,26.11406542,291.6231262,1,2222.168221644,1.9736006783813156
6.79,725.1857022,27.9006715,380.5570407,1,2583.9823063530002,1.9055900289378092
8.25,590.3635536,18.92102966,303.90371,1,2507.2056075,1.9426006796692283
7.55,513.1090288,10.34059728,367.6364043,1,2775.6548524649997,1.3956970060595277
7.39,799.6819406,26.55931267,285.9187949,1,2112.939894311,2.7968848318617474
6.91,677.9397741,23.95498257,346.7020947,1,2395.711474377,1.955395668106992
6.79,588.2410452,29.9679345,274.8419806,1,1866.177048274,2.140288190020415
6.95,754.8410918,28.94816256,369.4288176,1,2567.53028232,2.043265321595204
6.9,499.8794036,25.42555463,290.2655931,1,2002.83259239,1.7221448751860353
7.3,751.5402076,19.40633767,341.4936973,1,2492.90399029,2.200744006527818
7.76,636.630067,23.99665358,299.0704424,1,2320.786633024,2.1286960419462706
6.51,712.7630135,11.04372905,341.1733409,1,2221.038449259,2.0891521348642397
6.9,612.0437095,18.53376508,332.2817647,1,2292.74417643,1.8419419135220452
8.28,595.9183757,29.96824273,333.016891,1,2757.37985748,1.7894539040063286
7.45,480.0546208,20.29019634,379.8929781,1,2830.2026868450002,1.2636575258667568
6.69,709.5723701,21.20042445,256.2826048,1,1714.5306261120002,2.7687106218299213
7.27,445.578763,10.7231719,347.0615128,1,2523.1371980559998,1.283861063720921
8.13,609.4885268,12.08382837,319.1011804,1,2594.292596652,1.9100165221450873
6.87,450.2678606,29.82803348,369.1884864,1,2536.324901568,1.2196151212368902
7.19,434.2730212,19.97881419,395.9061023,1,2846.5648755370003,1.0969091374876745
8.22,412.3644267,21.07678935,264.6599012,1,2175.504387864,1.5580918183309593
7.33,461.2866234,20.24278929,311.6093474,1,2284.096516442,1.480336284032794
6.8,506.3955343,17.36790642,303.8666412,1,2066.29316016,1.6665058471051413
6.6,598.3178344,28.4317932,371.767925,1,2453.6683049999997,1.6093853024033744
8.1,747.3933842,20.2083595,306.8807262,1,2485.73388222,2.4354523448074397
7.44,707.8625796,26.75055904,363.4176033,1,2703.826968552,1.9477938690153702
7.64,493.5321912,21.23090058,350.791834,1,2680.04961176,1.4069090080358029
6.7,411.4608136,10.67783111,387.8958528,1,2598.90221376,1.060750741803239
6.79,657.1044899,19.39782781,396.0303721,1,2689.0462265590004,1.6592275143333632
7.5,548.3832912,15.32257001,329.1296027,1,2468.4720202500002,1.6661621643916626
7.59,521.5818355,25.47055859,259.0029004,1,1965.832014036,2.0138069291675005
6.66,640.381511,29.3978515,323.136944,1,2152.09204704,1.9817650779045555
7.64,596.0022323,14.7874706,365.0699688,1,2789.134561632,1.6325698721784312
7.88,549.0870553,27.48007216,312.7478826,1,2464.453314888,1.7556859241866531
8.43,707.5066212,18.89389465,288.0209492,1,2428.016601756,2.456441530260744
7.96,587.0501876,27.31837218,284.0171789,1,2260.7767440439998,2.066953097251541
7.85,493.047703,29.59582423,311.221681,1,2443.09019585,1.5842331466617843
6.5,733.0508625,28.57053598,310.2095472,1,2016.3620568,2.3630828551752585
7.17,423.4747095,24.23540852,361.5442076,1,2592.271968492,1.1712944104708705
6.8,794.5822243,25.9917226,251.8733307,1,1712.73864876,3.1546897882825355
6.82,526.9033268,28.4688189,331.9109207,1,2263.6324791740003,1.5874841529430879
7.05,551.4195264,12.09701642,324.5263055,1,2287.910453775,1.6991520165073337
6.95,444.3216072,24.52788244,379.9777209,1,2640.8451602550003,1.1693359446116938
7.59,501.522497,17.3561623,357.8204476,1,2715.857197284,1.4016037942041855
6.87,736.6162998,26.45699995,273.7720956,1,1880.814296772,2.69061862636376
8.17,721.0378236,23.09804489,342.2541078,1,2796.216060726,2.1067324165509986
7.73,529.3620095,28.70673014,256.7440008,1,1984.6311261839999,2.0618281550904305
7.07,548.1044955,11.02039886,336.7255277,1,2380.649480839,1.6277485679325288
6.63,410.6455708,14.50696053,332.8158827,1,2206.569302301,1.233852085028513
6.55,593.8301574,12.98325841,387.8005836,1,2540.0938225799996,1.5312771112601287
6.63,499.6227618,11.769223,395.8451752,1,2624.453511576,1.262167112552443
7.91,589.1100061,27.52643261,307.5073993,1,2432.383528463,1.9157587994338712
7.9,412.1186404,21.36096037,347.1645122,1,2742.59964638,1.187098985977519
8.26,659.1889569,13.42278024,255.0326854,1,2106.569981404,2.58472342816024
8.15,715.3990002,16.09793144,284.0529332,1,2315.03140558,2.5185411470343517
7.32,568.1870099,18.45447719,390.5622595,1,2858.91573954,1.4547924078158403
8.01,796.8701574,18.16512459,310.3648533,1,2486.022474933,2.5675270538115407
8.2,610.4371158,13.48481955,307.8568127,1,2524.4258641399997,1.9828605072802408
6.7,716.7387161,24.0222136,338.1236926,1,2265.4287404200004,2.119753012835753
8.47,577.5957089,21.5283223,354.1670261,1,2999.794711067,1.630856817079618
8.18,494.4625054,26.66125215,258.6904631,1,2116.087988158,1.911406008070964
7.68,754.3747012,25.70855033,310.9072474,1,2387.767660032,2.4263657650587143
7.6,493.4294078,14.28804706,284.9212058,1,2165.40116408,1.731810050482385
7.74,493.3910719,24.3637719,298.5457279,1,2310.7439339459997,1.6526482404238751
7.03,626.4763131,19.46259465,261.7722085,1,1840.258625755,2.3932117037550227
7.63,539.3644736,27.88896735,360.5171765,1,2750.746056695,1.4960853705676351
7.51,710.9164026,10.07816805,253.2629671,1,1902.004882921,2.807028641969977
8.47,673.6116581,15.18910311,287.0591724,1,2431.3911902280006,2.3465951374003193
7.6,463.2381119,22.77652887,343.2571175,1,2608.754093,1.3495367999179215
7.82,597.1528154,16.2815734,335.2241678,1,2621.4529921959997,1.7813537112165219
7.98,655.8266174,28.00983274,309.7677252,1,2471.9464470959997,2.1171560625838888
8.45,618.6097985,26.88124567,386.1204633,1,3262.7179148849996,1.6021160681643678
7.67,726.0505635,13.73382401,396.0281998,1,3037.536292466,1.8333304645140576
7.53,732.2774375,29.62901541,288.7791285,1,2174.5068376050003,2.535769954371893
6.62,688.6598525,16.94275339,392.6448993,1,2599.309233366,1.7538999073405257
7.4,634.9663805,22.02434749,299.8554216,1,2218.9301198400003,2.1175751204092954
6.66,644.9400999,29.76524831,328.3060045,1,2186.5179899699997,1.964448079109074
8.33,590.7126742,18.37640987,393.2301542,1,3275.6071844860003,1.5022059419674079
7.44,744.8663611,26.01409598,326.7149007,1,2430.758861208,2.279866512069371
7.15,771.1669922,28.28940463,263.8315641,1,1886.395683315,2.9229519782087365
7.76,454.1077897,12.98629934,340.7620529,1,2644.313530504,1.3326242926270386
8.43,503.810772,19.99454458,367.5243363,1,3098.230155009,1.3708228877359379
6.87,712.2615693,20.29405588,346.3746844,1,2379.594081828,2.0563326402846087
6.56,617.8481035,11.14875699,340.3990654,1,2233.0178690239995,1.8150699173453135
8.02,620.7107349,24.13798769,268.7759978,1,2155.5835023560003,2.3093979372439333
7.03,429.0808608,14.18296227,274.2277387,1,1927.8210030609998,1.5646880320499104
7.99,791.8909722,14.86441727,341.6651147,1,2729.904266453,2.3177402026991314
7.81,476.1018084,11.15042427,313.5170676,1,2448.568297956,1.5185833806261333
7.74,794.4827988,14.4288149,314.6160027,1,2435.127860898,2.5252459887031673
7.14,701.8398739,23.38390027,298.7359198,1,2132.9744673719997,2.349365534515813
6.5,670.5826612,15.68221493,298.8178753,1,1942.3161894500001,2.2441182962256336
8.48,520.8607206,16.85497621,349.272986,1,2961.8349212800003,1.4912711302556907
7.11,457.2775345,12.64205885,289.9987751,1,2061.891290961,1.5768257446684644
8.19,617.0888659,11.62171398,316.724117,1,2593.9705182299995,1.9483482083557282
6.88,561.8565175,14.09000715,293.8415021,1,2021.629534448,1.912107423507484
7.67,722.4005874,15.35397552,270.1422271,1,2071.990881857,2.6741490775249477
7.38,716.7335821,22.92405473,259.1768346,1,1912.725039348,2.765423010147374
7.06,687.4877797,26.10880916,374.0454206,1,2640.7606694359997,1.8379794052743978
7.19,674.9841338,13.17073013,333.7053463,1,2399.341439897,2.0226949951026305
6.87,592.6963109,26.69189054,337.5814809,1,2319.184773783,1.755713344582345
7.67,530.719731,16.70884669,356.4666212,1,2734.098984604,1.4888342959388423
8.2,431.4490795,11.18016749,277.8059172,1,2278.00852104,1.5530593583051295
8.23,472.8893458,23.00152068,279.6539129,1,2301.551703167,1.6909806156336458
8.14,526.1222455,26.66779543,324.3574892,1,2640.269962088,1.6220443893484178
6.93,771.2898258,18.95716113,263.6222517,1,1826.902204281,2.92573870690446
7.38,654.3617359,25.9410922,312.1145019,1,2303.405024022,2.0965438386123254
7.16,513.1035216,12.78741073,286.9328453,1,2054.439172348,1.788235574995011
8.45,518.7313773,10.3918624,340.6022627,1,2878.089119815,1.5229827693684315
7.33,632.4786102,21.97171863,291.9148674,1,2139.735978042,2.1666543257399025
7.09,425.1488976,28.40017614,333.7491623,1,2366.281560707,1.2738575721662566
6.68,736.5188011,15.46507346,294.9992351,1,1970.5948904680001,2.496680375629896
8.09,715.3229732,24.65903229,282.3796906,1,2284.451696954,2.5331955413651834
8.25,719.5068357,22.22940259,303.4111365,1,2503.141876125,2.371392309457962
7.3,789.4336749,21.37605707,335.7131939,1,2450.70631547,2.3515122111499474
7.47,573.6320064,24.36007637,266.2283088,1,1988.7254667359998,2.154661947805605
8.1,662.2295352,20.57140313,366.7545778,1,2970.7120801799997,1.805647632736924
8.12,478.2411635,27.57842448,312.8468687,1,2540.316573844,1.5286749248515012
7.16,481.4771728,20.53349037,303.5116728,1,2173.143577248,1.5863547136695166
7.25,494.0954745,13.77770422,291.4492825,1,2113.007298125,1.6953051668603785
7.0,412.9458303,29.95606386,395.2573993,1,2766.8017950999997,1.0447516758227076
7.69,511.0423106,21.62761377,291.0915357,1,2238.493909533,1.7556069068483051
7.59,525.1078337,20.00715954,382.7046913,1,2904.728606967,1.3720966730673574
7.24,455.3713557,13.07547199,256.6246372,1,1857.962373328,1.7744646837829021
7.11,712.6491068,29.87501763,347.9677513,1,2474.0507117429997,2.048032049342384
7.84,517.7372429,12.16036327,286.7971239,1,2248.4894513759996,1.8052386155745546
6.78,524.6539712,15.95373206,342.304042,1,2320.82140476,1.532713339096358
8.24,549.1126567,12.51660509,265.9116325,1,2191.1118518,2.065019313135916
8.02,729.1621301,27.00535832,333.1284316,1,2671.690021432,2.1888318766364945
6.99,764.3959447,16.3819542,308.922402,1,2159.36758998,2.474394669182975
6.86,667.0188447,10.68016973,267.8206505,1,1837.2496624300002,2.490542993808463
